Burgenland	Kärnten	Niederösterreich	Oberösterreich	Salzburg	Steiermark	Tirol	Vorarlberg	Wien	Summe	Timestamp
72946	172738	479515	514737	215649	345777	284770	137500	581513	2805145	2022-03-03 08:00:00
73862	174069	486694	519974	217776	349097	287560	138102	587704	2834838	2022-03-04 08:00:00
75562	176508	493881	525789	220431	355740	290901	140493	595529	2874834	2022-03-05 08:00:00
76375	177979	499696	530295	221928	359642	293154	142010	600384	2901463	2022-03-06 08:00:00
77322	179109	505140	534705	223505	362831	295266	143425	604885	2926188	2022-03-07 08:00:00
78473	180128	511814	539945	225987	367492	299241	145010	613402	2961492	2022-03-08 08:00:00
80281	183078	521910	548887	228822	376079	302846	147415	622545	3011863	2022-03-09 08:00:00
82080	186606	531852	557425	232172	385629	307146	150192	631577	3064679	2022-03-10 08:00:00
83821	188971	542500	566308	235257	393219	310612	152453	639485	3112626	2022-03-11 08:00:00
85376	191369	552443	575025	238550	400935	314429	154950	647104	3160181	2022-03-12 08:00:00
86797	193230	559784	579296	240654	407029	317159	156608	654020	3194577	2022-03-13 08:00:00
88424	194662	568002	586803	242315	411828	319761	157972	660121	3229888	2022-03-14 08:00:00
89470	195860	576024	594769	244646	417969	323370	160328	670937	3273373	2022-03-15 08:00:00
91260	199008	590034	604890	248660	427618	327366	162924	681919	3333679	2022-03-16 08:00:00
93227	202405	599391	614345	252331	436997	331018	165813	692860	3388387	2022-03-17 08:00:00
95410	205265	609573	624603	255595	443835	333761	167476	700194	3435712	2022-03-18 08:00:00
96652	207771	618812	632716	258398	450749	337172	169897	708580	3480747	2022-03-19 08:00:00
98634	209455	627456	638346	260491	456395	339249	171428	716413	3517867	2022-03-20 08:00:00
99800	210653	634598	644032	262341	460077	341274	173135	722180	3548090	2022-03-21 08:00:00
101291	212227	643414	650621	264104	466669	344841	174688	733263	3591118	2022-03-22 08:00:00
103224	215443	655071	660529	267586	473416	347831	177299	742613	3643012	2022-03-23 08:00:00
104735	217620	662376	667151	269806	480457	350284	179428	750873	3682730	2022-03-24 08:00:00
105957	219246	670714	673680	272408	485312	352319	181002	759440	3720078	2022-03-25 08:00:00
107234	220838	677772	679353	274256	490017	354617	182511	765885	3752483	2022-03-26 08:00:00
108206	222115	684138	683899	275451	493094	356118	183397	771348	3777766	2022-03-27 08:00:00
109019	222891	689218	687475	276225	495126	357364	184619	776460	3798397	2022-03-28 08:00:00
110026	224627	695188	691912	278032	499288	359416	185964	784594	3829047	2022-03-29 08:00:00
111112	226032	703560	697372	280062	503157	361197	187006	791402	3860900	2022-03-30 08:00:00
112055	227232	708734	701182	281457	506584	362903	188305	797367	3885819	2022-03-31 08:00:00
112911	228244	713976	705229	282680	508701	364322	189320	802679	3908062	2022-04-01 08:00:00
113540	229205	717209	708528	283587	510818	365700	190064	806601	3925252	2022-04-02 08:00:00
114309	229802	720728	710600	284367	512128	366469	190662	809875	3938940	2022-04-03 08:00:00
114775	230252	724263	712344	284784	512851	367033	191310	813235	3950847	2022-04-04 08:00:00
115572	231162	728073	714966	285807	515026	367862	192132	818966	3969566	2022-04-05 08:00:00
116252	232029	732362	718256	286767	517216	369423	192902	823131	3988338	2022-04-06 08:00:00
116859	232822	735387	720555	287570	519179	370499	193520	826096	4002487	2022-04-07 08:00:00
117513	233311	738724	722907	288225	520621	371295	194150	828542	4015288	2022-04-08 08:00:00
118008	233915	741562	725020	288701	522026	372023	194729	832829	4028813	2022-04-09 08:00:00
118351	234272	744683	726466	289147	522886	372616	195165	835466	4039052	2022-04-10 08:00:00
118526	234556	747059	727433	289705	523238	373056	195523	837402	4046498	2022-04-11 08:00:00
119088	235148	748860	729425	290196	525135	373801	195982	840974	4058609	2022-04-12 08:00:00
119503	235512	751510	731112	290691	525949	374527	196485	843909	4069198	2022-04-13 08:00:00
119996	235954	753425	732744	291206	527012	375136	196925	846127	4078525	2022-04-14 08:00:00
120370	236349	756494	734176	291691	528056	375693	197331	847855	4088015	2022-04-15 08:00:00
120859	236769	758472	735652	292091	529052	376196	197643	850174	4096908	2022-04-16 08:00:00
121233	237056	760949	736730	292412	529751	376582	197951	852067	4104731	2022-04-17 08:00:00
121409	237303	762622	737569	292695	530114	376879	198241	853302	4110134	2022-04-18 08:00:00
121694	237628	763986	738253	293057	530451	377249	198549	855386	4116253	2022-04-19 08:00:00
122154	238199	765808	739491	293531	531586	377980	198860	858503	4126112	2022-04-20 08:00:00
122549	238683	767970	741056	294033	532713	378543	199369	860775	4135691	2022-04-21 08:00:00
122910	239066	769642	742218	294404	533519	378945	199583	862405	4142692	2022-04-22 08:00:00
123170	239415	771225	743414	294690	534225	379348	199834	863917	4149238	2022-04-23 08:00:00
123434	239639	772607	744086	294934	534729	379634	199961	865317	4154341	2022-04-24 08:00:00
123629	239810	773740	744646	295129	535023	379990	200115	866580	4158662	2022-04-25 08:00:00
123995	240250	774045	745569	295551	535761	380433	200472	868878	4164954	2022-04-26 08:00:00
124209	240346	774128	746438	295832	536268	380768	200691	869782	4168462	2022-04-27 08:00:00
124620	240887	775441	747673	296175	537142	381240	200914	872528	4176620	2022-04-28 08:00:00
124859	241131	776243	748471	296516	537688	381547	201110	874050	4181615	2022-04-29 08:00:00
125098	241377	776954	749365	296793	538237	381831	201267	875157	4186079	2022-04-30 08:00:00
125194	241526	778087	749925	296957	538575	382080	201373	876592	4190309	2022-05-01 08:00:00
125398	241666	779526	750386	297249	538835	382293	201552	877653	4194558	2022-05-02 08:00:00
125688	242001	780384	751130	297512	539522	382715	201777	879731	4200460	2022-05-03 08:00:00
126019	242268	781797	752199	297810	540045	383062	202035	881679	4206914	2022-05-04 08:00:00
126268	242513	782578	752907	298138	540612	383396	202221	883309	4211942	2022-05-05 08:00:00
126501	242760	783506	753681	298400	541214	383750	202393	884237	4216442	2022-05-06 08:00:00
126689	242981	784963	754394	298623	541736	384032	202491	885031	4220940	2022-05-07 08:00:00
126936	243144	785794	754921	298793	542081	384286	202605	886133	4224693	2022-05-08 08:00:00
127059	243276	786865	755286	298955	542262	384466	202729	887077	4227975	2022-05-09 08:00:00
127357	243602	787821	755914	299408	542889	385103	202942	888938	4233974	2022-05-10 08:00:00
127605	243828	788887	756668	299648	543426	385545	203127	890106	4238840	2022-05-11 08:00:00
127781	244111	789686	757207	299967	543994	386100	203318	891189	4243353	2022-05-12 08:00:00
127930	244327	790470	757926	300209	544547	386520	203480	892274	4247683	2022-05-13 08:00:00
128073	244521	791304	758530	300376	545003	386795	203617	893170	4251389	2022-05-14 08:00:00
128189	244650	792162	758925	300563	545324	387034	203732	894073	4254652	2022-05-15 08:00:00
128285	244757	792697	759166	300713	545518	387210	203815	894698	4256859	2022-05-16 08:00:00
128452	244969	793243	759625	300928	546020	387564	204008	896143	4260952	2022-05-17 08:00:00
128579	245128	794217	760107	301080	546383	387972	204102	897096	4264664	2022-05-18 08:00:00
128709	245305	794679	760600	301288	546670	388296	204240	898011	4267798	2022-05-19 08:00:00
128817	245412	795123	761024	301467	547039	388471	204277	898786	4270416	2022-05-20 08:00:00
128931	245542	795821	761410	301582	547155	388459	204340	899451	4272691	2022-05-21 08:00:00
128984	245600	796368	761635	301709	547330	388568	204363	900072	4274629	2022-05-22 08:00:00
129030	245644	796809	761822	301820	547422	388571	204424	900587	4276129	2022-05-23 08:00:00
129147	245803	797269	762151	301980	547682	388452	204505	901686	4278675	2022-05-24 08:00:00
129201	245835	797392	762500	302106	547892	388463	204615	902369	4280373	2022-05-25 08:00:00
129287	245946	797583	762888	302250	548083	388597	204708	903081	4282423	2022-05-26 08:00:00
129320	245985	798032	763016	302354	548194	388663	204724	903567	4283855	2022-05-27 08:00:00
129382	246081	798252	763222	302464	548392	388753	204850	904199	4285595	2022-05-28 08:00:00
129462	246135	798741	763430	302590	548563	388861	204865	904841	4287488	2022-05-29 08:00:00
129500	246175	799210	763612	302707	548646	388998	204929	905380	4289157	2022-05-30 08:00:00
129611	246276	799603	763892	302868	548872	389146	205092	906444	4291804	2022-05-31 08:00:00
129698	246406	800145	764279	303030	549113	389324	205204	907406	4294605	2022-06-01 08:00:00
129743	246544	800449	764639	303240	549363	389571	205317	908264	4297130	2022-06-02 08:00:00
129888	246659	801024	765056	303438	549614	389743	205455	909316	4300193	2022-06-03 08:00:00
129981	246777	801599	765441	303525	549849	389881	205495	910188	4302736	2022-06-04 08:00:00
130034	246862	802223	765710	303612	550037	390028	205536	910994	4305036	2022-06-05 08:00:00
130093	246950	802752	765946	303753	550136	390178	205660	911615	4307083	2022-06-06 08:00:00
130170	247047	803363	766114	303919	550285	390350	205751	912556	4309555	2022-06-07 08:00:00
130283	247252	803429	766662	304211	550526	390688	206122	914326	4313499	2022-06-08 08:00:00
130448	247343	804571	767198	304552	550916	390959	206255	915738	4317980	2022-06-09 08:00:00
130577	247543	805396	767728	304824	551323	391241	206479	916989	4322100	2022-06-10 08:00:00
